id,folder_relative,filename,ext,size_bytes,size_hr,mtime_iso,btime_iso,is_archive,specialty_bucket,compression_bucket,folder,path
1,.,temp,(none),0,0.0 B,2025-10-14T11:56:38Z,2025-10-14T11:55:56Z,0,,unknown,/Volumes/blacksand,/Volumes/blacksand/temp
2,.,._McAfee Removable Media Protection.app,.app,0,0.0 B,2025-12-04T02:07:56Z,2025-12-04T02:07:56Z,0,,unknown,/Volumes/blacksand,/Volumes/blacksand/._McAfee Removable Media Protection.app
3,.,MfeEERM.exe,.exe,5497624,5.2 MB,2024-04-04T09:50:30Z,2025-09-25T18:59:17Z,0,executables,already_compressed,/Volumes/blacksand,/Volumes/blacksand/MfeEERM.exe
4,.,mfecc32.dll,.dll,781888,763.6 KB,2024-04-04T08:57:08Z,2025-09-25T18:59:17Z,0,executables,already_compressed,/Volumes/blacksand,/Volumes/blacksand/mfecc32.dll
5,.,autorun.inf,.inf,134,134.0 B,2025-09-25T18:59:20Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand,/Volumes/blacksand/autorun.inf
6,.,cdisplay.dat,.dat,144,144.0 B,2025-09-25T18:59:20Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand,/Volumes/blacksand/cdisplay.dat
7,McAfee EERM,encrypted.dsk,.dsk,2147483648,2.0 GB,2026-02-08T03:48:36Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk
8,McAfee EERM,encrypted.dsk.1,.1,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.1
9,McAfee EERM,encrypted.dsk.2,.2,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.2
10,McAfee EERM,encrypted.dsk.3,.3,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.3
11,McAfee EERM,encrypted.dsk.4,.4,2147483648,2.0 GB,2025-10-15T09:24:06Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.4
12,McAfee EERM,encrypted.dsk.5,.5,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.5
13,McAfee EERM,encrypted.dsk.6,.6,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.6
14,McAfee EERM,encrypted.dsk.7,.7,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.7
15,McAfee EERM,encrypted.dsk.8,.8,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.8
16,McAfee EERM,encrypted.dsk.9,.9,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.9
17,McAfee EERM,encrypted.dsk.10,.10,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.10
18,McAfee EERM,encrypted.dsk.11,.11,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.11
19,McAfee EERM,encrypted.dsk.12,.12,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.12
20,McAfee EERM,encrypted.dsk.13,.13,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.13
21,McAfee EERM,encrypted.dsk.14,.14,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.14
22,McAfee EERM,encrypted.dsk.15,.15,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.15
23,McAfee EERM,encrypted.dsk.16,.16,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.16
24,McAfee EERM,encrypted.dsk.17,.17,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.17
25,McAfee EERM,encrypted.dsk.18,.18,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.18
26,McAfee EERM,encrypted.dsk.19,.19,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.19
27,McAfee EERM,encrypted.dsk.20,.20,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.20
28,McAfee EERM,encrypted.dsk.21,.21,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.21
29,McAfee EERM,encrypted.dsk.22,.22,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.22
30,McAfee EERM,encrypted.dsk.23,.23,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.23
31,McAfee EERM,encrypted.dsk.24,.24,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.24
32,McAfee EERM,encrypted.dsk.25,.25,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.25
33,McAfee EERM,encrypted.dsk.26,.26,2147483648,2.0 GB,2025-10-15T07:09:50Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.26
34,McAfee EERM,encrypted.dsk.27,.27,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.27
35,McAfee EERM,encrypted.dsk.28,.28,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.28
36,McAfee EERM,encrypted.dsk.29,.29,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.29
37,McAfee EERM,encrypted.dsk.30,.30,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.30
38,McAfee EERM,encrypted.dsk.31,.31,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.31
39,McAfee EERM,encrypted.dsk.32,.32,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.32
40,McAfee EERM,encrypted.dsk.33,.33,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.33
41,McAfee EERM,encrypted.dsk.34,.34,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.34
42,McAfee EERM,encrypted.dsk.35,.35,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.35
43,McAfee EERM,encrypted.dsk.36,.36,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.36
44,McAfee EERM,encrypted.dsk.37,.37,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.37
45,McAfee EERM,encrypted.dsk.38,.38,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.38
46,McAfee EERM,encrypted.dsk.39,.39,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.39
47,McAfee EERM,encrypted.dsk.40,.40,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.40
48,McAfee EERM,encrypted.dsk.41,.41,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.41
49,McAfee EERM,encrypted.dsk.42,.42,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.42
50,McAfee EERM,encrypted.dsk.43,.43,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.43
51,McAfee EERM,encrypted.dsk.44,.44,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.44
52,McAfee EERM,encrypted.dsk.45,.45,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.45
53,McAfee EERM,encrypted.dsk.46,.46,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.46
54,McAfee EERM,encrypted.dsk.47,.47,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.47
55,McAfee EERM,encrypted.dsk.48,.48,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.48
56,McAfee EERM,encrypted.dsk.49,.49,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.49
57,McAfee EERM,encrypted.dsk.50,.50,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.50
58,McAfee EERM,encrypted.dsk.51,.51,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.51
59,McAfee EERM,encrypted.dsk.52,.52,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.52
60,McAfee EERM,encrypted.dsk.53,.53,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.53
61,McAfee EERM,encrypted.dsk.54,.54,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.54
62,McAfee EERM,encrypted.dsk.55,.55,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.55
63,McAfee EERM,encrypted.dsk.56,.56,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.56
64,McAfee EERM,encrypted.dsk.57,.57,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.57
65,McAfee EERM,encrypted.dsk.58,.58,2147483648,2.0 GB,2025-10-15T07:09:50Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.58
66,McAfee EERM,encrypted.dsk.59,.59,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.59
67,McAfee EERM,encrypted.dsk.60,.60,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.60
68,McAfee EERM,encrypted.dsk.61,.61,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.61
69,McAfee EERM,encrypted.dsk.62,.62,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.62
70,McAfee EERM,encrypted.dsk.63,.63,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.63
71,McAfee EERM,encrypted.dsk.64,.64,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.64
72,McAfee EERM,encrypted.dsk.65,.65,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.65
73,McAfee EERM,encrypted.dsk.66,.66,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.66
74,McAfee EERM,encrypted.dsk.67,.67,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.67
75,McAfee EERM,encrypted.dsk.68,.68,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.68
76,McAfee EERM,encrypted.dsk.69,.69,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.69
77,McAfee EERM,encrypted.dsk.70,.70,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.70
78,McAfee EERM,encrypted.dsk.71,.71,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.71
79,McAfee EERM,encrypted.dsk.72,.72,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.72
80,McAfee EERM,encrypted.dsk.73,.73,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.73
81,McAfee EERM,encrypted.dsk.74,.74,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:11Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.74
82,McAfee EERM,encrypted.dsk.75,.75,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.75
83,McAfee EERM,encrypted.dsk.76,.76,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.76
84,McAfee EERM,encrypted.dsk.77,.77,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.77
85,McAfee EERM,encrypted.dsk.78,.78,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.78
86,McAfee EERM,encrypted.dsk.79,.79,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.79
87,McAfee EERM,encrypted.dsk.80,.80,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.80
88,McAfee EERM,encrypted.dsk.81,.81,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.81
89,McAfee EERM,encrypted.dsk.82,.82,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.82
90,McAfee EERM,encrypted.dsk.83,.83,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.83
91,McAfee EERM,encrypted.dsk.84,.84,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.84
92,McAfee EERM,encrypted.dsk.85,.85,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.85
93,McAfee EERM,encrypted.dsk.86,.86,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.86
94,McAfee EERM,encrypted.dsk.87,.87,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.87
95,McAfee EERM,encrypted.dsk.88,.88,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.88
96,McAfee EERM,encrypted.dsk.89,.89,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.89
97,McAfee EERM,encrypted.dsk.90,.90,2147483648,2.0 GB,2026-01-23T16:02:48Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.90
98,McAfee EERM,encrypted.dsk.91,.91,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.91
99,McAfee EERM,encrypted.dsk.92,.92,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.92
100,McAfee EERM,encrypted.dsk.93,.93,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.93
101,McAfee EERM,encrypted.dsk.94,.94,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.94
102,McAfee EERM,encrypted.dsk.95,.95,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.95
103,McAfee EERM,encrypted.dsk.96,.96,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.96
104,McAfee EERM,encrypted.dsk.97,.97,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.97
105,McAfee EERM,encrypted.dsk.98,.98,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.98
106,McAfee EERM,encrypted.dsk.99,.99,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.99
107,McAfee EERM,encrypted.dsk.100,.100,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.100
108,McAfee EERM,encrypted.dsk.101,.101,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.101
109,McAfee EERM,encrypted.dsk.102,.102,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.102
110,McAfee EERM,encrypted.dsk.103,.103,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.103
111,McAfee EERM,encrypted.dsk.104,.104,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.104
112,McAfee EERM,encrypted.dsk.105,.105,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.105
113,McAfee EERM,encrypted.dsk.106,.106,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.106
114,McAfee EERM,encrypted.dsk.107,.107,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.107
115,McAfee EERM,encrypted.dsk.108,.108,2147483648,2.0 GB,2025-09-25T18:59:14Z,2025-09-25T18:59:12Z,0,,unknown,/Volumes/blacksand/McAfee EERM,/Volumes/blacksand/McAfee EERM/encrypted.dsk.108
