id,folder_relative,filename,ext,size_bytes,size_hr,mtime_iso,btime_iso,is_archive,specialty_bucket,compression_bucket,folder,path
494,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,CopyProgressSheet.strings,.strings,414,414.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/CopyProgressSheet.strings
495,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,HelpWindow.strings,.strings,304,304.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/HelpWindow.strings
496,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/Icon.strings
497,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/InfoPlist.strings
498,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,Localizable.strings,.strings,20972,20.5 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/Localizable.strings
499,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,MainMenu.strings,.strings,3948,3.9 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/MainMenu.strings
500,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,MainWindow.strings,.strings,3577,3.5 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/MainWindow.strings
501,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,NewFolder.strings,.strings,449,449.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/NewFolder.strings
502,McAfee Removable Media Protection.app/Contents/Resources/de.lproj,RenameWindow.strings,.strings,456,456.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/de.lproj/RenameWindow.strings
503,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,AppUpgrade.strings,.strings,4515,4.4 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/AppUpgrade.strings
504,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,CopyMoveReplacePanel.strings,.strings,633,633.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/CopyMoveReplacePanel.strings
505,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,CopyProgressSheet.strings,.strings,403,403.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/CopyProgressSheet.strings
506,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,HelpWindow.strings,.strings,292,292.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/HelpWindow.strings
507,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/Icon.strings
508,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/InfoPlist.strings
509,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,Localizable.strings,.strings,18754,18.3 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/Localizable.strings
510,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,MainMenu.strings,.strings,3821,3.7 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/MainMenu.strings
511,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,MainWindow.strings,.strings,3464,3.4 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/MainWindow.strings
512,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,NewFolder.strings,.strings,439,439.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/NewFolder.strings
513,McAfee Removable Media Protection.app/Contents/Resources/en.lproj,RenameWindow.strings,.strings,437,437.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/en.lproj/RenameWindow.strings
514,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,AppUpgrade.strings,.strings,4787,4.7 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/AppUpgrade.strings
515,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,CopyMoveReplacePanel.strings,.strings,633,633.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/CopyMoveReplacePanel.strings
516,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,CopyProgressSheet.strings,.strings,407,407.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/CopyProgressSheet.strings
517,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,HelpWindow.strings,.strings,296,296.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/HelpWindow.strings
518,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/Icon.strings
519,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/InfoPlist.strings
520,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,Localizable.strings,.strings,20528,20.0 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/Localizable.strings
521,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,MainMenu.strings,.strings,3932,3.8 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/MainMenu.strings
522,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,MainWindow.strings,.strings,3592,3.5 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/MainWindow.strings
523,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,NewFolder.strings,.strings,441,441.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/NewFolder.strings
524,McAfee Removable Media Protection.app/Contents/Resources/es.lproj,RenameWindow.strings,.strings,459,459.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/es.lproj/RenameWindow.strings
525,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,AppUpgrade.strings,.strings,4815,4.7 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/AppUpgrade.strings
526,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,CopyMoveReplacePanel.strings,.strings,641,641.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/CopyMoveReplacePanel.strings
527,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,CopyProgressSheet.strings,.strings,408,408.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/CopyProgressSheet.strings
528,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,HelpWindow.strings,.strings,300,300.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/HelpWindow.strings
529,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/Icon.strings
530,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/InfoPlist.strings
531,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,Localizable.strings,.strings,21200,20.7 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/Localizable.strings
532,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,MainMenu.strings,.strings,3990,3.9 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/MainMenu.strings
533,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,MainWindow.strings,.strings,3623,3.5 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/MainWindow.strings
534,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,NewFolder.strings,.strings,447,447.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/NewFolder.strings
535,McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,RenameWindow.strings,.strings,461,461.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/fr.lproj/RenameWindow.strings
536,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,AppUpgrade.strings,.strings,5174,5.1 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/AppUpgrade.strings
537,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,CopyMoveReplacePanel.strings,.strings,643,643.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/CopyMoveReplacePanel.strings
538,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,CopyProgressSheet.strings,.strings,434,434.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/CopyProgressSheet.strings
539,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,HelpWindow.strings,.strings,308,308.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/HelpWindow.strings
540,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/Icon.strings
541,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/InfoPlist.strings
542,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,Localizable.strings,.strings,16486,16.1 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/Localizable.strings
543,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,MainMenu.strings,.strings,4211,4.1 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/MainMenu.strings
544,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,MainWindow.strings,.strings,3747,3.7 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/MainWindow.strings
545,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,NewFolder.strings,.strings,471,471.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/NewFolder.strings
546,McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,RenameWindow.strings,.strings,464,464.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/ja.lproj/RenameWindow.strings
547,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,CopyMoveReplacePanel.strings,.strings,643,643.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/CopyMoveReplacePanel.strings
548,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,CopyProgressSheet.strings,.strings,425,425.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/CopyProgressSheet.strings
549,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,HelpWindow.strings,.strings,292,292.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/HelpWindow.strings
550,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/Icon.strings
551,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,InfoPlist.strings,.strings,90,90.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/InfoPlist.strings
552,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,Localizable.strings,.strings,17738,17.3 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/Localizable.strings
553,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,MainMenu.strings,.strings,4095,4.0 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/MainMenu.strings
554,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,MainWindow.strings,.strings,3084,3.0 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/MainWindow.strings
555,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,NewFolder.strings,.strings,447,447.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/NewFolder.strings
556,McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,RenameWindow.strings,.strings,479,479.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/pl.lproj/RenameWindow.strings
557,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,AppUpgrade.strings,.strings,4456,4.4 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/AppUpgrade.strings
558,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,CopyMoveReplacePanel.strings,.strings,616,616.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/CopyMoveReplacePanel.strings
559,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,CopyProgressSheet.strings,.strings,410,410.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/CopyProgressSheet.strings
560,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,HelpWindow.strings,.strings,294,294.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/HelpWindow.strings
561,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,Icon.strings,.strings,1,1.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/Icon.strings
562,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,InfoPlist.strings,.strings,92,92.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/InfoPlist.strings
563,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,Localizable.strings,.strings,14652,14.3 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/Localizable.strings
564,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,MainMenu.strings,.strings,3856,3.8 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/MainMenu.strings
565,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,MainWindow.strings,.strings,3419,3.3 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/MainWindow.strings
566,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,NewFolder.strings,.strings,439,439.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/NewFolder.strings
567,McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,RenameWindow.strings,.strings,447,447.0 B,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/Resources/zh-Hans.lproj/RenameWindow.strings
568,McAfee Removable Media Protection.app/Contents/_CodeSignature,CodeResources,(none),34213,33.4 KB,2024-04-04T08:53:32Z,2025-09-25T18:59:18Z,0,,unknown,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/_CodeSignature,/Volumes/blacksand/McAfee Removable Media Protection.app/Contents/_CodeSignature/CodeResources
